Gene name,Disease1,Disease2,Disease3,Control1,Control2,Control3
ADAM20,0.10029,0.165071,0.017426,0.105755,0.218633,0.097686
ADAM20P1,0.125579,0.089651,0.029584,0.094368,0.091133,0.103965
ADAM21,0,0.046049,0.020574,0.033894,0.148988,0.092849
ADAM21P1,0.058361,0,0,0,0.023188,0
ADAM22,0.902167,1.603806,1.348114,0.974218,1.327145,0.338128
ADAM23,16.005638,14.246687,18.978665,24.271879,25.238205,13.511136
ADAM28,0.16835,0.077454,0.170205,0.423607,0.294335,0.192352
ADAM29,0,0,0,0,0,0
ADAM30,0.016477,0,0,0,0,0
ADAM32,2.767237,1.22325,0.67527,2.612156,1.880065,0.967492
ADAM33,1.5739,1.239309,0.966268,1.433787,1.54731,1.911941
ADAM3A,0,0.029619,0.008567,0.021367,0,0
ADAM5,0,0,0,0,0,0
ADAM6,0.107528,0.047599,0,0,0,0
ADAM7,0,0,0,0.006548,0,0
ADAM8,0.451959,0.631107,0.193281,0.366984,0.401017,0.259163
ADAM9,24.781408,30.384119,26.195906,34.537716,33.013399,19.116281
ADAMDEC1,0,0,0.026342,0,0.056021,0
ADAMTS1,14.215459,10.666587,9.914649,8.602146,13.367105,4.701359
ADAMTS10,0.390029,0.63322,0.493665,0.875684,0.842197,1.273422
ADAMTS12,0.605641,0.490396,0.356016,0.215743,0.551995,0.367662
ADAMTS13,0.351516,0.298213,0.346749,0.509579,0.408126,0.523159
ADAMTS14,0.128776,0.033487,0.040115,0,0.093311,0.203655
ADAMTS15,8.494286,6.991922,7.826379,8.946426,11.7632,6.113831
ADAMTS16,0.002975,0,0.015595,0.108002,0.020284,0
ADAMTS17,0.15859,0.143097,0.09151,0.103874,0.458307,0.53868
ADAMTS18,0,0,0.005022,0.038664,0.014778,0
ADAMTS19,0.096321,0.12507,0.077598,0.20596,0.323124,0.240866
ADAMTS2,0.757763,0.423969,0.533897,0.404156,0.823554,0.657539
ADAMTS20,0,0,0,0,0.015317,0
ADAMTS3,0.164402,0.334863,0.1117,0.198265,0.17532,0.173512
ADAMTS4,0.636005,0.680951,0.451347,0.444797,0.598587,0.206947
ADAMTS5,0.816914,0.957216,0.890861,1.334159,0.930905,1.196655
ADAMTS6,0.298047,0.120814,0.341631,0.498995,0.56814,0.332849
ADAMTS7,6.948081,8.463794,7.261628,5.474116,7.110562,4.124582
ADAMTS7P1,0.05632,0.015307,0.033131,0.049249,0.051513,0.063236
ADAMTS8,0.121079,0.029699,0.248298,0.050168,0.267557,0.171604
ADAMTS9,2.102668,1.811088,1.661847,1.957932,3.603932,1.416384
ADAMTS9-AS2,0.668753,0.493343,0.592588,0.80709,1.172336,0.270908
ADAMTSL1,1.978411,0.277349,0.353788,0.56613,2.764482,1.973918
ADAMTSL2,0.927073,1.138902,0.853328,1.091964,2.931683,2.261894
ADAMTSL3,3.755456,5.04509,4.043547,3.785095,5.735579,1.877357
ADAMTSL4,11.913415,12.394332,7.139763,10.123258,16.224465,4.732013
ADAMTSL4-AS1,0.339484,0,0.157786,0.255725,0.821979,0
ADAMTSL5,4.127925,4.066736,4.072413,3.563395,4.685344,2.747231
ADAP1,3.352422,2.52502,2.071495,2.671844,1.298197,1.914219
ADAP2,1.856749,1.459617,1.182446,0.951743,1.036771,1.016895
ADAR,17.332352,18.997463,16.233194,19.077216,20.301262,11.03093
ADARB1,3.272819,3.225425,2.671599,2.397395,3.056553,1.47763
ADARB2,0.044421,0.052544,0.011614,0.002391,0.043044,0.038121
ADARB2-AS1,0,0,0.070523,0,0,0
ADAT1,2.650786,1.753541,1.728635,2.12808,2.314502,2.819915
ADAT2,0.422896,0.369203,0.223872,0.237898,0.311903,0.216953
ADAT3,0.522491,0.624592,0.542845,0.305913,0.466539,0.383253
ADC,0.980557,0.702054,0.969561,0.726271,0.952723,0.49076
ADCK1,0.998492,1.814936,1.502536,1.40969,1.586266,1.369305
ADCK2,3.734621,3.775796,3.117047,3.421204,3.689178,1.912182
ADCK3,80.008184,113.694742,82.309928,92.968781,102.999619,60.684268
ADCK4,8.806309,9.246496,8.360095,7.892392,7.284415,6.480601
ADCK5,1.384346,1.185797,1.617639,1.386529,1.371755,1.347039
ADCY1,0.834817,1.59541,1.395834,1.069947,2.054663,0.489074
ADCY10,0.111126,0.025826,0.024522,0.042616,0.028634,0
ADCY10P1,0.071516,0.065181,0.06558,0.099766,0.094263,0.318127
ADCY2,0.0297,0.038035,0.012265,0.015015,0.076699,0.014762
ADCY3,3.055248,3.396089,2.681884,3.923737,4.292213,2.288528
ADCY4,2.811953,2.865915,2.605435,1.646987,2.214869,2.479031
ADCY5,64.281338,64.059717,57.88968,67.196106,62.457405,36.125011
ADCY6,15.383012,15.112687,15.825898,22.3062,23.573984,14.107972
ADCY7,1.928838,1.669551,1.129044,1.721982,1.524883,2.942391
ADCY8,0,0,0.008062,0.049498,0.010436,0
ADCY9,12.692204,15.21084,12.496462,16.412145,15.002859,11.298742
ADCYAP1,0.130581,0.091353,0,0.08459,0.155267,0.0607
ADCYAP1R1,2.73203,2.76151,2.187493,2.856229,2.933289,1.122947
ADD1,45.132843,49.139577,45.171891,51.020981,52.657166,29.621315
ADD2,0.524894,0.384802,0.749934,0.515154,0.736506,0.560424
ADD3,36.635756,37.177048,37.22593,37.665787,44.88388,26.257913
ADD3-AS1,0.145032,0,0.078469,0.135957,0.12164,0.120895
ADGB,0.002822,0,0,0,0,0
ADH1A,0,0,0,0,0.030992,0.042688
ADH1B,48.92448,49.242291,35.429962,41.287757,55.664639,19.326681
ADH1C,2.777748,1.825502,1.3739,3.626793,1.456557,2.860501
ADH4,0.063454,0.283347,0.089308,0.048381,0.151084,0.028377
ADH5,62.785001,87.33937,64.75553,90.022283,74.689251,46.337681
ADH6,0.056585,0,0,0.033397,0,0
ADH7,0,0,0,0,0.025767,0
ADHFE1,26.728276,26.263863,32.928053,30.495979,23.437165,13.373211
ADI1,82.420178,104.711513,108.375189,70.956472,107.160373,82.36017
ADIG,0,0.082059,0.024307,0.030229,0.094757,0
ADIPOQ,1.349372,0.077817,0.468437,6.478295,1.754132,0.099862
ADIPOQ-AS1,0,0.00812,0.004816,0.005909,0,0.081464
ADIPOR1,29.167847,33.966438,30.186537,35.978179,31.367936,22.574544
ADIPOR2,14.369483,14.581361,14.739962,16.080007,17.150376,8.117383
ADIRF,41.338304,24.116789,37.875822,39.938517,30.491634,25.199259
ADK,13.082012,19.834723,15.314997,21.606758,17.726209,14.42974
ADM,11.110047,8.511065,7.585651,11.374936,8.147533,2.770782
ADM2,0.026924,0.0189,0.037452,0.027895,0.064461,0.011426
ADM5,0.195893,0.30195,0.076588,0.147477,0.06614,0.141555
ADNP,10.98084,11.624025,10.370432,9.927205,12.605753,7.609314
ADNP2,3.30786,3.006883,3.50457,3.477899,3.339867,1.96552
ADO,10.262803,11.936688,10.177136,10.188904,9.981158,6.034366
ADORA1,4.1832,3.477568,4.556979,5.357191,6.512132,3.58222
ADORA2A,1.035997,0.922503,1.483445,0.674219,0.447176,0
ADORA2A-AS1,0.05478,0.049171,0.025517,0.113231,0.137501,0.086549
ADORA2B,0.60497,0.752179,0.44569,0.561872,0.576077,0.498269
ADORA3,0.205222,0.466127,0.132814,1.208159,0.28508,0.211186
ADPGK,3.374216,2.987442,2.836421,3.216257,3.017835,2.007777
ADPGK-AS1,0,0.0296,0.005836,0.09358,0.007716,0
ADPRH,3.304443,3.568211,3.218764,3.246338,4.347951,2.453346
ADPRHL1,192.080983,190.896453,184.615623,222.477692,196.17835,139.574344
ADPRHL2,6.265213,7.677836,6.868213,7.242323,9.015872,4.404204
ADPRM,1.287819,1.746017,1.699922,2.105998,1.484171,1.73936
ADRA1A,14.943087,17.291517,15.092898,10.175137,18.785401,13.502973
ADRA1B,1.062574,0.919655,0.765484,0.864409,1.119582,0.631956
ADRA1D,0.007082,0.048554,0.064134,0.190049,0.058192,0
ADRA2A,0.645134,0.38094,0.341858,0.422827,0.260831,0.187091
ADRA2B,1.313192,1.882623,1.3221,1.214698,1.208089,0.828495
ADRA2C,2.030364,3.637481,2.706968,2.726366,3.23921,1.652074
ADRB1,22.530516,28.014022,25.063679,23.204681,26.154665,19.383872
ADRB2,3.336548,5.029566,4.187518,3.781724,4.934319,3.068383
ADRB3,0,0,0.029537,0.00917,0,0.007781
ADRBK1,16.853707,17.699693,14.918241,16.589279,18.24683,11.058172
ADRBK2,2.235962,1.491768,1.110267,2.062992,1.949265,1.538519
ADRM1,28.624542,32.819499,24.121676,30.88724,30.369064,24.347218
ADSL,20.778417,22.319966,23.200368,23.203943,24.543222,14.840793
ADSS,3.710338,2.792784,2.989424,2.661869,2.834374,2.854218
ADSSL1,68.182351,87.860193,65.852968,82.00855,88.405425,50.688873
ADTRP,0.120301,0.040941,0.024783,0.07424,0,0
AEBP1,3.773172,5.444354,4.604243,4.525854,7.450832,4.909597
AEBP2,6.5522,6.347797,6.349184,6.754007,7.405154,4.534186
AEN,1.466636,2.04054,1.215542,1.38411,1.192154,1.226495
AES,304.9841,338.464121,243.693647,308.787239,316.042223,227.702812
AF064858.7,0,0.018893,0,0,0,0
AFAP1,2.85062,2.464592,1.889698,2.205966,2.662942,2.498209
AFAP1-AS1,0.023664,0,0.002297,0,0.005872,0
AFAP1L1,16.805968,18.333293,14.542399,15.612426,15.97783,8.798803
AFAP1L2,2.530685,2.442911,2.212859,2.071,2.535833,1.480399
AFF1,11.825749,13.49851,13.500239,14.603164,17.970951,8.988097
AFF2,0.024574,0.010748,0.017622,0.066629,0.029054,0.025021
AFF3,2.062678,1.887489,1.808504,1.232979,2.96876,1.401287
AFF4,10.954489,12.021413,11.145434,12.500792,15.95868,7.882666
AFG3L1P,0.921908,0.92418,0.542733,0.904812,0.814088,0.373186
AFG3L2,57.229368,67.927342,74.718591,80.134219,62.950557,43.621889
AFM,0,0,0,0,0,0
AFMID,5.933,8.746936,9.977202,6.954912,7.847327,5.604934
AFP,0,0,0,0,0.010744,0
AFTPH,3.527283,4.635904,4.071393,4.291496,4.686313,3.631917
AGA,4.06855,3.504404,5.268715,3.474234,4.438394,3.800904
AGAP1,5.75963,7.217365,6.561554,6.484021,8.8069,4.454539
AGAP1-IT1,0.57851,0.057497,0.190374,0.212144,0.333553,0
AGAP11,0.523125,0.445245,0.386173,0.347031,0.476871,0.157972
AGAP2,2.00871,3.623353,1.917992,2.169052,2.587414,0.786706
AGAP2-AS1,1.086346,0.565493,0.82192,0.74749,0.622341,0.402331
AGAP3,13.572091,11.516986,11.924668,11.603675,13.057904,10.969392
AGAP4,0.549155,0.428949,0.623126,0.815864,0.820656,0.79697
AGAP5,0.420625,1.034379,0.52995,0.531084,0.843818,0.532979
AGAP6,0.66808,0.966867,0.750342,0.800071,1.509537,0.868431
AGAP7,0.03913,0,0,0,0,0
AGAP9,1.194312,0.645176,0.506463,0.624587,1.119898,0.641492
AGBL1,0.020502,0,0,0.016115,0.022397,0.069887
AGBL1-AS1,0,0,0,0,0,0
AGBL2,0,0.085686,0.03671,0.044802,0.017992,0
AGBL3,0.247838,0.109152,0.093559,0.110182,0.15496,0.047821
AGBL4,0.128207,0.055079,0.077732,0.206625,0.092295,0.108544
AGBL4-IT1,0,0,0,0,0,0
AGBL5,3.537246,3.207554,2.784701,2.809649,3.890655,2.307629
AGBL5-AS1,0,0,0.15907,0,0,0
AGER,0.161769,0.294931,0.201627,0.5993,0.455296,0.885548
AGFG1,7.812946,7.992199,7.249056,7.94438,9.086463,4.58641
AGFG2,5.866182,5.814746,4.692562,6.06318,6.153802,4.112912
AGGF1,7.342083,8.606697,6.921348,7.904288,8.52418,4.814256
AGK,10.286003,11.710444,11.538462,10.473551,11.427028,9.313345
AGL,22.309525,28.391132,27.603438,36.107225,27.902915,13.855835
AGMAT,0.189189,0.38282,0.102091,0.190017,0.248223,0.283295
AGMO,0.182487,0.145093,0.150414,0.564893,0.294835,0.176458
AGO1,7.81093,7.858417,8.032009,8.586645,11.187755,6.496856
AGO2,6.80811,7.056558,7.212486,7.552276,9.472431,4.034577
AGO3,3.87542,3.74553,3.432231,3.567885,4.338687,2.523095
AGO4,6.802286,8.423939,7.305596,6.697387,7.423557,3.943424
AGPAT1,16.199861,19.404418,17.77112,16.417403,17.311305,10.917641
AGPAT2,19.65102,19.126498,17.480454,24.114786,17.675251,18.03354
AGPAT3,24.894781,31.11663,23.544871,28.084029,25.450361,18.857353
AGPAT4,1.097959,0.268574,0.346248,0.598701,0.838682,0.896943
AGPAT4-IT1,0.017823,0.031902,0.113085,0.093692,0.072326,0.150633
AGPAT5,1.504887,1.542076,1.355043,1.608161,1.429679,1.581718
AGPAT6,6.354194,7.216413,6.605401,7.320699,7.160065,4.042102
AGPAT9,17.717688,23.609068,23.212089,26.544951,22.998558,11.774651
AGPS,8.248358,7.677618,6.670717,8.056289,8.530456,5.882087
AGR2,4.877366,2.900523,1.294893,3.529182,1.685562,7.45404
AGR3,0.247885,0.742378,0.577709,0.097803,0.397636,0.366849
AGRN,5.544773,7.356,5.688397,5.058275,8.534992,4.777326
AGRP,0,0,0,0.032545,0,0
AGT,14.393578,20.714462,25.97429,28.323715,24.275116,22.202643
AGTPBP1,26.088802,28.296938,24.819424,28.717752,28.029921,18.701257
AGTR1,0.926175,0.98382,0.957681,2.242463,1.298272,0.186166
AGTR2,0.957539,0.701353,1.478782,0.306598,0.844187,0
AGTRAP,4.077397,3.686391,4.464678,4.820722,5.854637,2.838878
AGXT,0,0,0,0,0,0
AGXT2,0,0,0,0.025817,0,0
AHCTF1,7.973504,8.555459,7.637764,9.181761,10.132856,4.944354
AHCTF1P1,0.021904,0.004287,0.010245,0,0.033149,0.035417
AHCY,21.813028,25.86898,18.339163,20.740147,19.087963,14.999763
AHCYL1,17.085512,16.54124,14.429465,15.086502,19.741659,12.207203
AHCYL2,1.021492,1.506221,1.514265,1.140411,1.589759,0.995212
AHDC1,8.969647,9.674962,7.278922,8.488577,12.121197,6.464027
AHI1,1.562676,1.133184,1.224743,1.507537,1.925584,1.716412
AHNAK,105.499455,136.544234,137.016698,115.873261,147.788065,64.305321
AHNAK2,0.568649,0.379856,0.300069,0.524218,0.470891,0.458127
AHR,10.329432,10.277895,10.249009,9.070784,11.439018,6.690072
AHRR,0.038141,0.009611,0.011401,0.148007,0.033295,0.286221
AHSA1,27.223102,32.992137,36.09913,40.079367,35.135402,24.154057
AHSA2,1.605858,1.639489,1.438401,1.49939,2.624033,2.066574
AHSG,0,0,0,0,0,0
AHSP,0,0.603268,0,0,0,0
AICDA,0.095617,0.108785,0.061382,0.06847,0.126535,0.143297
AIDA,25.210007,27.004783,22.675703,26.043485,27.337265,16.15114
AIF1,4.44883,2.297524,1.664426,4.24944,1.216971,3.078094
AIF1L,10.820651,8.207561,8.499838,9.337075,9.763646,5.278193
AIFM1,36.025683,53.734381,38.822463,50.119164,41.089985,27.036157
AIFM2,6.6326,5.296888,5.478423,4.84577,5.951863,4.257904
AIFM3,0.09931,0.01147,0.034556,0.056124,0.090805,0.199339
AIG1,27.874203,34.225348,24.56465,33.296811,36.430061,19.410815
AIM1,1.009533,0.799768,0.506943,0.695927,0.616971,1.283622
AIM1L,0.032417,0,0,0.017348,0.040669,0
AIM2,0,0.088619,0.034975,0.07463,0.046979,0.373872
AIMP1,11.232629,11.638357,11.973558,12.742529,9.826151,7.659999
AIMP2,28.975617,26.91015,29.739721,26.420961,23.201861,14.23241
AIP,22.69781,23.587627,21.883526,20.78337,26.690996,17.669438
AIPL1,0.324283,0.307206,0.125326,0.203848,0.257005,0.166416
AIRE,0,0,0,0,0,0
AIRN,0,0,0,0,0,0
AJAP1,0,0.015013,0,0.007895,0.041944,0.072507
AJUBA,2.18793,4.651495,4.087993,3.897222,3.501417,1.380827
AK1,192.332544,240.243865,186.879725,241.060867,195.320257,158.104008
AK2,16.954028,17.158428,16.619982,18.187942,18.138365,12.849371
AK3,40.393727,47.543155,32.821037,45.344745,52.306684,30.123382
AK4,42.917174,50.083334,48.273729,42.649737,48.947417,25.793289
AK5,0.821969,0.30728,0.538101,0.472676,0.545716,0.707257
AK6,16.438349,18.11088,14.393056,17.894242,16.02485,11.464362
AK7,0.065548,0.052936,0.061348,0.06321,0.135011,0.02553
AK8,0.189379,0.185486,0.102263,0.126462,0.083872,0.156597
AK9,2.955639,2.948462,2.936263,3.764874,3.228906,3.387847
AKAP1,45.882641,58.954863,59.634922,59.901296,59.401122,34.866264
AKAP10,4.614399,5.011113,4.010101,4.841797,5.464872,3.464197
AKAP11,15.776107,15.593364,13.198867,17.042254,18.736216,10.367674
AKAP12,3.331907,3.846073,4.139653,5.432583,5.020296,3.97224
AKAP13,35.27873,42.219053,41.080363,49.58599,66.300306,30.547449
AKAP14,0,0,0,0,0,0
AKAP17A,4.654348,6.31753,4.509176,5.613129,5.05963,4.159303
AKAP17A-2,0,0,0,0,0,0
AKAP2,37.257785,32.007524,35.044543,41.165002,44.144032,25.02889
AKAP3,1.024118,0.607617,0.5856,1.103756,0.393141,0.538973
AKAP4,0.014838,0,0,0,0,0.057353
AKAP5,0.430422,0.414857,0.20498,0.280231,0.360613,0.273757
AKAP6,39.287433,34.766112,40.987421,46.585103,53.451856,28.554944
AKAP7,8.376152,6.89669,7.139564,7.946494,7.54433,3.890761
AKAP8,5.40833,5.771938,4.494118,6.161344,6.632775,3.597399
AKAP8L,9.960095,13.79014,10.765761,11.326254,12.370334,8.697418
AKAP9,7.544999,10.970904,10.164142,11.041058,11.827994,6.850745
AKIP1,11.543683,14.508936,11.560371,13.365869,17.020389,11.767504
AKIRIN1,20.46617,19.461634,13.771345,23.023623,21.272846,15.755697
AKIRIN2,15.19447,14.745594,14.275743,21.343319,17.739737,11.159459
AKNA,1.991606,1.519538,1.26216,1.746912,1.590053,1.399731
AKNAD1,0,0,0,0.006459,0.006812,0
AKR1A1,15.008556,14.033748,12.156126,14.829247,14.866607,10.719483
AKR1B1,67.123488,84.392319,59.06394,69.528831,101.275538,51.56285
AKR1B10,0.349638,0.116736,0.019183,0.185361,0.054859,0.224516
AKR1B15,0.274503,0.179804,0.15285,0.161777,0.152177,0.158183
AKR1C1,9.86105,4.995379,4.903084,7.111435,12.42769,8.344898
AKR1C2,3.332977,3.875269,2.021543,4.188969,3.679522,2.01269
AKR1C3,11.496564,11.206312,6.457191,6.041082,8.095172,6.195156
AKR1C4,0,0,0,0,0,0.136254
AKR1C6P,0,0,0,0,0,0.157588
AKR1CL1,0.072384,0.026214,0.015688,0,0,0.106801
AKR1D1,0.040511,0.0218,0,0.02976,0.018927,0.079578
AKR1E2,2.857524,1.189881,0.910646,1.891354,2.926913,0.685828
AKR7A2,10.732344,13.351108,11.598062,11.202149,13.394452,8.227229
AKR7A2P1,0,0,0,0.033758,0,0
AKR7A3,0.167803,0.414034,0.145449,0.145562,0,0
AKR7L,0,0,0.04081,0.010084,0.073958,0
AKT1,48.40556,48.318568,43.089578,48.33496,51.690624,31.617943
AKT1S1,12.94388,15.346938,11.117362,13.130303,13.455745,10.940284
AKT2,17.503249,21.067316,17.425914,18.23086,19.773511,13.551432
AKT3,9.486762,9.886662,9.249993,8.91112,10.690324,5.304664
AKTIP,22.39145,23.450166,24.292239,27.821433,23.367519,18.543812
AL022344.4,0,0,0,0,0,0
AL022476.2,0.307451,0.01192,0.049466,0.085835,0.126592,0.203801
AL109763.2,2.639548,1.794076,1.042782,1.822125,2.182146,0.673515
AL121656.5,0,0,0,0,0,0
AL132709.5,0.540249,0.256791,0.450256,0.316594,0.47914,0.488521
AL592528.1,0,0.013845,0,0.015296,0,0
ALAD,20.982464,42.943046,28.783673,19.837716,26.378181,24.992404
ALAS1,49.730106,59.69066,58.662201,67.349027,64.427506,38.605638
ALAS2,0.733222,0.232359,0.169985,0.545684,0.15771,0
ALB,0.422558,0.083272,0.083038,0.081509,0.031491,0.439758
ALCAM,1.981434,3.210075,1.753128,2.856193,4.955571,4.55763
ALDH16A1,2.092444,2.496492,2.820174,2.090204,2.417097,1.605119
ALDH18A1,3.827315,3.988867,3.857938,3.498465,4.274602,4.039584
ALDH1A1,11.988557,10.799159,8.727227,10.346033,13.267547,5.731827
ALDH1A2,10.992424,4.978818,7.117213,5.637818,11.027495,4.144862
ALDH1A3,1.340421,0.878692,0.614869,0.867946,0.717874,0.910106
ALDH1B1,9.130267,8.251856,8.053295,8.388878,8.463642,8.663298
ALDH1L1,4.552859,3.990473,5.458292,11.267858,5.400067,6.269901
ALDH1L1-AS1,0,0,0,0,0,0
ALDH1L1-AS2,1.384599,0.977008,1.21997,2.009157,1.436891,3.167845
ALDH1L2,0.611818,0.205036,0.461446,0.528836,0.673527,0.406692
ALDH2,134.432569,190.725763,148.361258,157.946675,192.917369,129.78056
ALDH3A1,0.127059,0.097704,0.070617,0.030652,0.058559,0
ALDH3A2,18.535711,18.530599,16.613955,16.325062,19.937512,16.176598
ALDH3B1,1.512233,1.317854,1.175227,1.319914,1.211248,0.866686
ALDH3B2,0.257585,0.082581,0.155944,0.182708,0.156533,0.666519
ALDH4A1,13.932038,11.862961,14.530792,11.771485,13.8228,7.973636
ALDH5A1,9.731832,12.303911,13.550879,11.383396,11.129771,8.207143
ALDH6A1,28.165453,22.626735,30.048136,32.12531,37.167426,28.502414
ALDH7A1,9.6683,7.634416,10.405579,8.221045,10.068107,6.489563
ALDH8A1,0.07103,0.023226,0.059132,0,0.062388,0.136218
ALDH9A1,21.919481,24.026161,24.121962,29.859323,31.468562,17.772062
ALDOA,1141.713238,1612.114765,584.278065,1582.925568,1357.057473,1059.240381
ALDOB,0.169501,0.198748,0.051233,0.063091,0.10268,0.217697
ALDOC,116.895481,131.794473,101.412499,127.779918,217.902388,77.59819
ALG1,3.486561,2.710632,2.397515,3.781591,2.841914,1.048354
ALG10,1.857975,3.881594,2.655915,2.380834,2.800628,1.693751
ALG10B,2.795868,3.473123,3.147935,3.605154,3.568984,2.278289
ALG11,4.20408,4.059992,4.183927,5.486932,5.541563,2.678639
ALG12,4.698766,5.677002,4.712815,5.272077,4.950847,2.134275
ALG13,6.127381,4.430019,4.710893,4.418973,4.42431,4.236804
ALG14,4.375865,3.924598,2.312949,4.628593,3.484692,3.264111
ALG1L,0.840766,0.292268,0.123324,0.497719,0.331408,0.616312
ALG1L2,0,0,0.035719,0.066251,0,0
ALG1L9P,0.627551,0.552436,0.483988,0.400752,0.719808,0.538807
ALG2,5.078258,6.387092,4.531559,5.05592,5.444152,4.225737
ALG3,3.456205,6.56874,4.044648,4.968603,5.319243,4.493213
ALG5,4.469318,5.917372,4.246008,4.204184,4.305471,4.550646
ALG6,1.725389,1.63758,1.785313,1.677584,2.140039,1.232223
ALG8,4.976645,5.096461,4.736665,5.507224,5.984667,4.755699
ALG9,3.529931,3.409831,3.52443,4.098524,4.470189,3.992103
ALK,0.018847,0,0.009855,0.018268,0.045229,0.058305
ALKBH1,4.861991,5.239828,5.128113,5.311963,5.189306,3.987773
ALKBH2,3.42943,3.791008,3.16107,3.585396,1.873448,2.776855
ALKBH3,3.597515,2.485789,2.8485,3.046395,3.859605,1.977085
ALKBH3-AS1,0,0,0,0,0,0
ALKBH4,3.664506,3.343128,2.961248,2.85078,3.377267,3.011722
ALKBH5,74.155174,87.941693,71.940586,89.222037,92.188739,53.246891
ALKBH6,2.558697,2.735729,2.756217,2.470757,2.713147,2.746442
ALKBH7,54.468227,69.588408,66.995996,71.973388,54.685325,47.240651
ALKBH8,3.077253,2.411272,2.887173,2.541772,3.777758,1.429545
ALLC,0,0,0.074847,0,0,0
ALMS1,2.158403,2.55026,2.072819,2.033328,2.908559,1.454596
ALMS1-IT1,0.036094,0.206169,0.198231,0.210232,0.335748,0
ALMS1P,0.413251,0.149033,0.049909,0.048594,0.1807,0.047826
ALOX12,0.006508,0,0.048515,0.042021,0,0
ALOX12B,0,0,0,0,0.025336,0
ALOX12P2,0,0.046,0,0.006737,0.049409,0
ALOX15,0.01719,0,0.00602,0.007438,0.031249,0
ALOX15B,0.126347,0.210847,0.017271,0.140172,0,0.334031
ALOX15P1,0,0,0,0,0.033603,0
ALOX5,0.609859,0.529003,0.449954,0.59638,0.523046,0.804042
ALOX5AP,2.094825,1.575052,1.376717,1.729306,0.806004,1.272557
ALOXE3,0,0.024242,0,0,0.012493,0
ALPI,0,0,0,0,0,0
ALPK1,0.939882,0.789181,0.491543,0.666313,0.612299,0.666908
ALPK2,33.610048,36.840888,22.313199,50.46747,50.982135,26.292
ALPK3,16.952967,21.730794,24.005805,30.366557,30.108233,16.596631
ALPL,1.840891,2.92636,2.852853,2.124813,2.245445,2.111708
ALPP,0,0,0.00541,0,0,0
ALPPL2,0,0,0,0,0,0
ALS2,8.362494,8.751189,9.554163,9.910954,10.299904,6.68555
ALS2CL,3.693097,4.132495,1.989157,2.159502,2.816863,4.906859
ALS2CR11,4.774585,1.664644,4.256849,5.106388,6.508417,4.530423
ALS2CR12,2.880402,1.359261,1.548371,2.183346,3.291638,1.985294
ALX1,0,0.047837,0,0,0,0
ALX3,0,0,0,0,0,0
ALX4,0.058266,0.048609,0.00833,0.005135,0.027199,0
ALYREF,22.552082,21.275602,19.912468,19.162806,19.79442,17.450639
AMACR,3.09134,4.983835,1.748307,3.278444,3.542164,4.91634
AMBN,0,0,0,0.010543,0,0
AMBP,0,0,0.036952,0,0,0
AMBRA1,3.423723,4.386482,3.404005,3.6617,4.360108,3.019853
AMD1,28.274599,34.14536,31.275811,36.756376,39.06146,17.081128
AMDHD1,0.476157,0.228235,0.027063,0.362915,0.31183,0
AMDHD2,2.480945,1.835758,2.331938,1.843397,2.152761,2.129871
AMELX,0,0,0,0,0,0
AMELY,0,0,0,0,0,0
AMER1,2.565325,1.880109,1.458343,1.609257,3.572521,1.46532
AMER2,0.042049,0.052712,0.03616,0.037319,0.036747,0.015814
AMER3,0.011745,0,0.004911,0.021021,0.003194,0.009965
AMFR,24.358815,27.349082,23.074556,26.835275,28.570557,15.751724
AMH,0.2132,0.06378,0.009253,0,0.092481,0.083704
AMHR2,0.114354,0.153483,0.238537,0.210383,0.063305,0
AMICA1,0.649612,0.306381,0.515324,1.144558,0.4565,1.008134
AMIGO1,6.016754,6.69513,5.607482,6.443453,6.817888,6.232643
